"Program","Year","Period","State","Commodity","Data_Item","Domain","Total_Yield","Average_Annual_Temperature","Average_Annual_Temperature_Uncertainty","Min_Annual_Temperature","Max_Annual_Temperature","Annual_Temperature_Variance","Annual_Temperature_SD","Annual_Percipitation","Annual_Percipitation_Anomaly..departure.from.mean.","State_Percipitaiton_Mean","Outlier"
"SURVEY",1994,"YEAR","MARYLAND","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",35.5,12.705,0.20375,-2.931,25.415,83.63741436,9.14534933,45.83,3.24,42.59,"No"
"SURVEY",1994,"YEAR","MICHIGAN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",37,6.990083333,0.219083333,-11.909,19.872,116.2069699,10.77993367,32.39,1.26,31.13,"No"
"SURVEY",1994,"YEAR","MINNESOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",40,5.27825,0.18475,-18.737,19.284,171.0362122,13.07808137,28.23,2.25,25.98,"No"
"SURVEY",1994,"YEAR","MISSISSIPPI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",30.5,17.99666667,0.19475,5.537,26.602,50.69039315,7.119718615,60.49,5.02,55.47,"No"
"SURVEY",1994,"YEAR","MISSOURI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,12.90891667,0.192583333,-3.24,24.449,90.66022954,9.521566549,42.08,1.58,40.5,"No"
"SURVEY",1994,"YEAR","NEBRASKA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",47,9.838583333,0.194333333,-6.008,22.57,116.6667437,10.80123806,21.91,-0.73,22.64,"No"
"SURVEY",1994,"YEAR","NEW JERSEY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",34.5,11.15616667,0.24425,-5.003,24.811,93.88345706,9.689347608,47.31,2.35,44.96,"No"
"SURVEY",1994,"YEAR","NORTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,15.38425,0.171,2.53,25.731,55.81075039,7.470659301,50.11,0.78,49.33,"No"
"SURVEY",1994,"YEAR","NORTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,4.76325,0.196166667,-18.548,19.175,182.6957757,13.51650013,20.4,3.06,17.34,"No"
"SURVEY",1994,"YEAR","OHIO","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",43.5,10.68633333,0.231166667,-6.679,23.437,96.50440333,9.823665473,35.6,-2.69,38.29,"No"
"SURVEY",1994,"YEAR","OKLAHOMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,15.85366667,0.200083333,2.564,27.179,80.73424933,8.985223945,36.27,2.43,33.84,"No"
"SURVEY",1994,"YEAR","PENNSYLVANIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",42,9.44275,0.219833333,-7.532,22.924,98.6896233,9.934265111,48.19,6.21,41.98,"No"
"SURVEY",1994,"YEAR","SOUTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,17.58183333,0.196083333,5.552,26.69,47.74285579,6.909620524,56.17,8.28,47.89,"No"
"SURVEY",1994,"YEAR","SOUTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,7.52,0.198416667,-12.117,21.16,147.9623089,12.16397587,18.9,-0.17,19.07,"No"
"SURVEY",1994,"YEAR","TENNESSEE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",36.5,14.47891667,0.2065,-0.007,24.724,65.00455972,8.062540525,61.91,10.27,51.64,"No"
"SURVEY",1994,"YEAR","TEXAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33.5,18.79741667,0.167416667,8.055,28.558,55.35638317,7.440187039,29.31,2.23,27.08,"No"
"SURVEY",1994,"YEAR","VIRGINIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,13.36883333,0.209,-1.214,25.012,70.72698124,8.409933486,45.38,2.44,42.94,"No"
"SURVEY",1994,"YEAR","WISCONSIN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",43.5,6.599833333,0.212583333,-14.912,19.787,141.2501158,11.8848692,30.89,-0.4,31.29,"No"
"SURVEY",1993,"YEAR","ALABAMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,17.12675,0.18625,7.476,28.241,60.3983333,7.771636462,50.28,-4.97,55.25,"No"
"SURVEY",1993,"YEAR","ARKANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",26,15.39291667,0.20375,4.272,28.66,79.80119572,8.9331515,52.04,2.43,49.61,"No"
"SURVEY",1993,"YEAR","DELAWARE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",23,12.48491667,0.299833333,-0.202,25.646,83.00710627,9.110823578,44.44,1.09,43.35,"No"
"SURVEY",1993,"YEAR","FLORIDA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",25,21.74666667,0.197,14.351,28.274,26.28686697,5.127071968,49.91,-3.74,53.65,"No"
"SURVEY",1993,"YEAR","ILLINOIS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",43,10.79125,0.217583333,-2.592,25.113,104.6592317,10.23030946,51.18,13.71,37.47,"No"
"SURVEY",1993,"YEAR","INDIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",46,10.94116667,0.19525,-2.652,25.259,100.2137576,10.01068217,48.59,8.86,39.73,"No"
"SURVEY",1993,"YEAR","IOWA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,8.163083333,0.211166667,-7.515,22.815,125.0949332,11.18458462,47.88,15.79,32.09,"No"
"SURVEY",1993,"YEAR","KANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",28,11.37241667,0.189416667,-3.745,25.753,108.125075,10.39832078,38.47,11.41,27.06,"No"
"SURVEY",1993,"YEAR","KENTUCKY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,13.08608333,0.20075,1.157,26.816,85.72025354,9.258523291,46.87,-0.07,46.94,"No"
"SURVEY",1993,"YEAR","LOUISIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,18.95925,0.183416667,10.582,28.882,52.05877802,7.215176922,58.94,2.05,56.89,"No"
"SURVEY",1993,"YEAR","MARYLAND","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",26,12.63308333,0.216166667,0.133,25.924,85.68316772,9.256520281,45.72,3.13,42.59,"No"
"SURVEY",1993,"YEAR","MICHIGAN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,6.653083333,0.185333333,-7.28,20.725,97.88456081,9.893662659,32.44,1.31,31.13,"No"
"SURVEY",1993,"YEAR","MINNESOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",23,4.242916667,0.202583333,-12.697,19.641,137.5295779,11.72730054,31.44,5.46,25.98,"No"
"SURVEY",1993,"YEAR","MISSISSIPPI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",22,17.515,0.1875,8.268,28.441,60.94629473,7.806810791,55.08,-0.39,55.47,"No"
"SURVEY",1993,"YEAR","MISSOURI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,11.96333333,0.2035,-1.314,26.19,101.2818293,10.06388739,56.61,16.11,40.5,"No"
"SURVEY",1993,"YEAR","NEBRASKA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",36,8.080083333,0.21125,-7.418,21.986,112.9647403,10.6284872,31.87,9.23,22.64,"No"
"SURVEY",1993,"YEAR","NEW JERSEY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",29,11.17841667,0.225416667,-2.342,24.731,90.61608408,9.519248084,44.71,-0.25,44.96,"No"
"SURVEY",1993,"YEAR","NORTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,15.23941667,0.1755,4.747,27.476,69.2603419,8.32227985,46.14,-3.19,49.33,"No"
"SURVEY",1993,"YEAR","NORTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",17,3.817833333,0.21225,-14.255,18.497,136.2216554,11.67140332,22.95,5.61,17.34,"No"
"SURVEY",1993,"YEAR","OHIO","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,10.60933333,0.182166667,-2.86,24.372,94.62141461,9.727353937,38.63,0.34,38.29,"No"
"SURVEY",1993,"YEAR","OKLAHOMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,14.90033333,0.203,2.036,28.915,91.33425861,9.556895867,39.18,5.34,33.84,"No"
"SURVEY",1993,"YEAR","PENNSYLVANIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",39,9.51625,0.196916667,-4.416,23.16,94.64086675,9.728353753,45.8,3.82,41.98,"No"
"SURVEY",1993,"YEAR","SOUTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",15,17.43933333,0.185166667,7.307,29.268,63.95635115,7.997271482,44.12,-3.77,47.89,"No"
"SURVEY",1993,"YEAR","SOUTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",22,6.114666667,0.20875,-10.329,20.58,123.0250362,11.09166517,25.43,6.36,19.07,"No"
"SURVEY",1993,"YEAR","TENNESSEE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,14.20208333,0.202416667,3.524,27.336,76.41114008,8.741346583,48.25,-3.39,51.64,"No"
"SURVEY",1993,"YEAR","TEXAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",19,17.97716667,0.168416667,7.444,28.739,61.38358906,7.834767965,27.37,0.29,27.08,"No"
"SURVEY",1993,"YEAR","VIRGINIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",22,13.28658333,0.20175,1.841,26.198,79.42395317,8.912011736,44.97,2.03,42.94,"No"
"SURVEY",1993,"YEAR","WISCONSIN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,5.9135,0.236416667,-8.75,20.456,114.5167948,10.70125202,35.65,4.36,31.29,"No"
"SURVEY",1992,"YEAR","ALABAMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",29,17.03858333,0.227916667,6.979,26.994,47.23827263,6.873010449,59.79,4.54,55.25,"No"
"SURVEY",1992,"YEAR","ARKANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,15.79766667,0.245333333,5.133,26.617,54.88638442,7.408534567,48.26,-1.35,49.61,"No"
"SURVEY",1992,"YEAR","DELAWARE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,11.98416667,0.29975,2.012,23.896,63.10613233,7.943936828,40.54,-2.81,43.35,"No"
"SURVEY",1992,"YEAR","FLORIDA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,21.68633333,0.222083333,14.305,28.217,22.01947697,4.692491552,56.18,2.53,53.65,"No"
"SURVEY",1992,"YEAR","ILLINOIS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",43,11.3745,0.234833333,-0.413,23.233,73.00738791,8.544436079,35.81,-1.66,37.47,"No"
"SURVEY",1992,"YEAR","INDIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",43,11.20608333,0.230666667,-0.565,23.135,69.89333281,8.360223251,40.34,0.61,39.73,"No"
"SURVEY",1992,"YEAR","IOWA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",44,9.371666667,0.233083333,-3.906,20.81,84.80085933,9.208738205,36.21,4.12,32.09,"No"
"SURVEY",1992,"YEAR","KANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",37,12.57366667,0.222666667,-1.142,24.49,74.64725806,8.63986447,33.79,6.73,27.06,"No"
"SURVEY",1992,"YEAR","KENTUCKY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,13.153,0.248833333,2.106,24.891,62.150448,7.883555543,42.79,-4.15,46.94,"No"
"SURVEY",1992,"YEAR","LOUISIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,19.109,0.219083333,9.264,27.986,41.07015673,6.408600216,66.56,9.67,56.89,"No"
"SURVEY",1992,"YEAR","MARYLAND","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,12.22591667,0.235666667,2.066,24.392,63.10525663,7.94388171,42.32,-0.27,42.59,"No"
"SURVEY",1992,"YEAR","MICHIGAN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,6.69725,0.237166667,-4.432,17.414,72.92415875,8.539564319,33.36,2.23,31.13,"No"
"SURVEY",1992,"YEAR","MINNESOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,5.316583333,0.224416667,-9.805,17.333,105.3906395,10.26599433,25.47,-0.51,25.98,"No"
"SURVEY",1992,"YEAR","MISSISSIPPI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,17.60758333,0.230333333,7.295,27.474,47.4877059,6.891132411,56.01,0.54,55.47,"No"
"SURVEY",1992,"YEAR","MISSOURI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,12.86016667,0.22175,1.341,24.677,66.66643415,8.164951571,41.75,1.25,40.5,"No"
"SURVEY",1992,"YEAR","NEBRASKA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",42,9.67675,0.2295,-4.994,20.478,79.08178966,8.892794255,25.59,2.95,22.64,"No"
"SURVEY",1992,"YEAR","NEW JERSEY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,10.69291667,0.27025,0.276,22.621,68.82641227,8.296168529,41.7,-3.26,44.96,"No"
"SURVEY",1992,"YEAR","NORTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,14.93333333,0.239083333,5.773,26.261,50.60441952,7.113678339,52.61,3.28,49.33,"No"
"SURVEY",1992,"YEAR","NORTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",25,5.396333333,0.240166667,-12.452,17.497,107.5632481,10.37127032,14.72,-2.62,17.34,"No"
"SURVEY",1992,"YEAR","OHIO","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",40,10.51333333,0.230916667,-1.066,22.576,68.56796806,8.280577761,39.78,1.49,38.29,"No"
"SURVEY",1992,"YEAR","OKLAHOMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,15.57075,0.2345,4.285,26.848,60.93872075,7.806325688,41.44,7.6,33.84,"No"
"SURVEY",1992,"YEAR","PENNSYLVANIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",39,9.2165,0.228,-1.732,21.201,70.96245482,8.423921582,41.61,-0.37,41.98,"No"
"SURVEY",1992,"YEAR","SOUTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",22,17.09491667,0.234333333,7.93,27.797,47.65123099,6.902987106,54.79,6.9,47.89,"No"
"SURVEY",1992,"YEAR","SOUTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",28,7.900083333,0.233666667,-7.905,18.862,88.64126154,9.414948834,19.83,0.76,19.07,"No"
"SURVEY",1992,"YEAR","TENNESSEE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,14.14033333,0.242166667,3.815,25.324,55.83575879,7.472332888,49.64,-2,51.64,"No"
"SURVEY",1992,"YEAR","TEXAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,18.151,0.216583333,7.417,27.736,50.99892255,7.141352991,33.6,6.52,27.08,"No"
"SURVEY",1992,"YEAR","VIRGINIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,12.96941667,0.251083333,3.182,24.817,57.80036372,7.602655044,44.03,1.09,42.94,"No"
"SURVEY",1992,"YEAR","WISCONSIN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,6.462166667,0.258833333,-5.958,17.804,87.92229906,9.376689131,31.01,-0.28,31.29,"No"
"SURVEY",1991,"YEAR","ALABAMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",23,18.03908333,0.16675,7.801,27.325,51.93454681,7.20656276,63.25,8,55.25,"No"
"SURVEY",1991,"YEAR","ARKANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",28,16.55816667,0.172833333,3.014,27.303,70.53187215,8.398325556,61.52,11.91,49.61,"No"
"SURVEY",1991,"YEAR","DELAWARE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,13.63916667,0.210166667,1.866,24.889,69.66595888,8.346613617,41.84,-1.51,43.35,"No"
"SURVEY",1991,"YEAR","FLORIDA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,22.50566667,0.169666667,17.007,27.805,20.00326279,4.472500731,62.61,8.96,53.65,"No"
"SURVEY",1991,"YEAR","ILLINOIS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",37.5,12.36166667,0.162333333,-4.547,24.976,108.9436284,10.43760645,36.12,-1.35,37.47,"No"
"SURVEY",1991,"YEAR","INDIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",39,12.51858333,0.16225,-2.921,24.911,100.7490114,10.0373807,36.31,-3.42,39.73,"No"
"SURVEY",1991,"YEAR","IOWA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",40.5,9.803833333,0.1805,-9.691,23.732,134.3624516,11.59148186,37.74,5.65,32.09,"No"
"SURVEY",1991,"YEAR","KANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",23,13.4205,0.166333333,-3.2,26.992,104.5295677,10.22397025,23.15,-3.91,27.06,"No"
"SURVEY",1991,"YEAR","KENTUCKY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",32.5,14.41508333,0.185333333,1.176,25.777,80.00803772,8.944721221,46.03,-0.91,46.94,"No"
"SURVEY",1991,"YEAR","LOUISIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",29,19.6675,0.168833333,8.947,28.088,46.25790936,6.801316737,79.48,22.59,56.89,"No"
"SURVEY",1991,"YEAR","MARYLAND","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,13.91291667,0.201416667,1.804,25.575,73.25696627,8.559028348,35.79,-6.8,42.59,"No"
"SURVEY",1991,"YEAR","MICHIGAN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,8.075083333,0.181416667,-7.435,20.558,102.3016379,10.11442722,35.5,4.37,31.13,"No"
"SURVEY",1991,"YEAR","MINNESOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",36.5,5.806583333,0.186333333,-13.942,20.89,153.686503,12.39703606,32.2,6.22,25.98,"No"
"SURVEY",1991,"YEAR","MISSISSIPPI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",26,18.43508333,0.184583333,7.385,27.869,54.30845445,7.369427009,73.9,18.43,55.47,"No"
"SURVEY",1991,"YEAR","MISSOURI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",30.5,13.71483333,0.174333333,-3.044,26.144,99.73630215,9.986806404,39.12,-1.38,40.5,"No"
"SURVEY",1991,"YEAR","NEBRASKA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33.5,10.3285,0.17975,-6.635,23.974,110.1370461,10.49461986,22.03,-0.61,22.64,"No"
"SURVEY",1991,"YEAR","NEW JERSEY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",36,12.41766667,0.192583333,-0.376,23.941,76.7799497,8.762416887,42.41,-2.55,44.96,"No"
"SURVEY",1991,"YEAR","NORTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",29.5,16.09516667,0.174416667,5.76,26.454,55.44327561,7.446024148,47.87,-1.46,49.33,"No"
"SURVEY",1991,"YEAR","NORTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",30.5,5.9965,0.193333333,-13.96,21.899,146.1278066,12.08833349,19.72,2.38,17.34,"No"
"SURVEY",1991,"YEAR","OHIO","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",36,12.09725,0.178166667,-1.94,24.263,92.3479862,9.60978596,31.61,-6.68,38.29,"No"
"SURVEY",1991,"YEAR","OKLAHOMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,16.12358333,0.1795,1.266,27.968,80.76265154,8.986804301,38.72,4.88,33.84,"No"
"SURVEY",1991,"YEAR","PENNSYLVANIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,10.94933333,0.172583333,-2.571,22.906,85.22929897,9.231971565,33.36,-8.62,41.98,"No"
"SURVEY",1991,"YEAR","SOUTH CAROLINA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",22,18.11575,0.173416667,8.204,27.66,49.30482075,7.021739154,50.92,3.03,47.89,"No"
"SURVEY",1991,"YEAR","SOUTH DAKOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,8.535333333,0.181916667,-9.716,23.213,125.6387321,11.20886846,21.24,2.17,19.07,"No"
"SURVEY",1991,"YEAR","TENNESSEE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,15.29433333,0.187583333,3.42,26.03,67.49679315,8.215643198,60.41,8.77,51.64,"No"
"SURVEY",1991,"YEAR","TEXAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,18.3825,0.162083333,6.346,27.5,56.33519591,7.505677578,37.2,10.12,27.08,"No"
"SURVEY",1991,"YEAR","VIRGINIA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",29,14.35108333,0.195166667,3.059,25.489,65.83749754,8.114030906,38.95,-3.99,42.94,"No"
"SURVEY",1991,"YEAR","WISCONSIN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",42,7.091416667,0.19375,-11.076,20.668,131.3963781,11.46282592,38.47,7.18,31.29,"No"
"SURVEY",1990,"YEAR","ALABAMA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",17,18.5365,0.2085,10.038,27.44,41.71334591,6.45858699,56.87,1.62,55.25,"No"
"SURVEY",1990,"YEAR","ARKANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,16.87008333,0.225416667,5.637,26.812,57.8641639,7.606849801,66.91,17.3,49.61,"No"
"SURVEY",1990,"YEAR","DELAWARE","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,13.72383333,0.2995,4.926,24.533,52.81944052,7.267698433,43.03,-0.32,43.35,"No"
"SURVEY",1990,"YEAR","FLORIDA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",19,22.9015,0.200583333,17.632,28.078,16.20654045,4.025734772,42.61,-11.04,53.65,"No"
"SURVEY",1990,"YEAR","ILLINOIS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",39,12.2955,0.21975,-0.705,23.84,75.50134445,8.689150963,49.94,12.47,37.47,"No"
"SURVEY",1990,"YEAR","INDIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",41,12.316,0.211333333,1.083,23.354,65.86983018,8.116023052,53.54,13.81,39.73,"No"
"SURVEY",1990,"YEAR","IOWA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",41.5,10.22925,0.20825,-6.227,22.955,104.2348218,10.20954562,38.91,6.82,32.09,"No"
"SURVEY",1990,"YEAR","KANSAS","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,13.31658333,0.21025,-2.122,25.696,96.53842481,9.825396929,27.93,0.87,27.06,"No"
"SURVEY",1990,"YEAR","KENTUCKY","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,14.34775,0.244666667,4.567,24.564,53.81105675,7.335602003,55.41,8.47,46.94,"No"
"SURVEY",1990,"YEAR","LOUISIANA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,20.16591667,0.196083333,11.854,28.074,38.21871772,6.182128899,58.77,1.88,56.89,"No"
"SURVEY",1990,"YEAR","MARYLAND","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",36,13.93841667,0.235833333,5.096,24.664,51.70488863,7.190611144,46.27,3.68,42.59,"No"
"SURVEY",1990,"YEAR","MICHIGAN","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,7.98075,0.230416667,-4.059,19.75,76.12368839,8.724889019,36.19,5.06,31.13,"No"
"SURVEY",1990,"YEAR","MINNESOTA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",39,6.18325,0.244,-10.999,20.144,126.696648,11.25596056,26.36,0.38,25.98,"No"
"SURVEY",1990,"YEAR","MISSISSIPPI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",21,18.85266667,0.21025,10.368,27.55,43.13201533,6.567496885,60.97,5.5,55.47,"No"
"SURVEY",1990,"YEAR","MISSOURI","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,13.8045,0.218833333,0.413,25.274,75.22025082,8.672960903,50.45,9.95,40.5,"No"
"SURVEY",1990,"YEAR","NEBRASKA","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL",34.5,10.27241667,0.232916667,-6.154,23.067,103.6622775,10.18146736,21.5,-1.14,22.64,"No"
